Case Number,Date,Block,IUCR,Primary Type,Description,Location Description,Arrest,Domestic,Beat,Ward,FBI Code,X Coordinate,Y Coordinate,Year,Latitude,Longitude,Location
JC216281,04/08/2019 11:45:00 AM,035XX N ELSTON AVE,0820,THEFT,$500 AND UNDER,PARKING LOT/GARAGE(NON.RESID.),false,false,1733,35,06,1154298,1923613,2019,41.946221444,-87.708253555,"(41.946221444, -87.708253555)"
JC216287,04/08/2019 10:27:00 AM,062XX S DR MARTIN LUTHER KING JR DR,5007,OTHER OFFENSE,OTHER WEAPONS VIOLATION,ALLEY,true,false,0313,20,26,1179993,1863678,2019,41.781203314,-87.615649592,"(41.781203314, -87.615649592)"
JC216136,04/08/2019 10:22:00 AM,0000X S SPRINGFIELD AVE,2017,NARCOTICS,MANU/DELIVER:CRACK,SIDEWALK,true,false,1122,28,18,1150398,1899598,2019,41.880399182,-87.723216706,"(41.880399182, -87.723216706)"
JC215945,04/08/2019 07:35:00 AM,0000X W CHECKPOINT 9 ST,4860,OTHER OFFENSE,BOARD PLANE WITH WEAPON,AIRPORT TERMINAL UPPER LEVEL - SECURE AREA,true,false,1653,41,26,1102258,1934667,2019,41.977437325,-87.899335231,"(41.977437325, -87.899335231)"
JC216295,04/08/2019 11:00:00 AM,113XX S INDIANA AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,false,false,0531,9,14,1179593,1829827,2019,41.688321227,-87.618147335,"(41.688321227, -87.618147335)"
JC215961,04/08/2019 08:25:00 AM,078XX S ESSEX AVE,041A,BATTERY,AGGRAVATED: HANDGUN,SIDEWALK,false,false,0421,7,04B,1194219,1853494,2019,41.752920028,-87.563828953,"(41.752920028, -87.563828953)"
JC216294,04/07/2019 07:26:00 PM,085XX W GREGORY ST,0560,ASSAULT,SIMPLE,STREET,false,false,1614,41,08A,1118367,1935744,2019,41.980153495,-87.840070337,"(41.980153495, -87.840070337)"
JC216292,04/08/2019 12:15:00 PM,042XX W WASHINGTON BLVD,2017,NARCOTICS,MANU/DELIVER:CRACK,SIDEWALK,true,false,1114,28,18,1148090,1900155,2019,41.881972364,-87.731677183,"(41.881972364, -87.731677183)"
JC216148,04/08/2019 09:50:00 AM,096XX S MICHIGAN AVE,0460,BATTERY,SIMPLE,"SCHOOL, PUBLIC, BUILDING",true,false,0511,9,08B,1178850,1841009,2019,41.71902307,-87.620528559,"(41.71902307, -87.620528559)"
JC216252,04/08/2019 08:30:00 AM,028XX N OAKLEY AVE,1120,DECEPTIVE PRACTICE,FORGERY,RESIDENCE,false,false,1432,32,10,1160531,1918746,2019,41.932739078,-87.685478247,"(41.932739078, -87.685478247)"
JC216253,04/06/2019 03:00:00 PM,008XX S KEDVALE AVE,0930,MOTOR VEHICLE THEFT,THEFT/RECOVERY: AUTOMOBILE,STREET,false,false,1132,24,07,1148848,1895993,2019,41.870536743,-87.729001399,"(41.870536743, -87.729001399)"
JC216126,04/08/2019 09:45:00 AM,096XX S MICHIGAN AVE,0460,BATTERY,SIMPLE,"SCHOOL, PUBLIC, BUILDING",true,false,0511,9,08B,1178850,1841009,2019,41.71902307,-87.620528559,"(41.71902307, -87.620528559)"
JC216182,04/06/2019 11:15:00 AM,072XX S CICERO AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,VEHICLE NON-COMMERCIAL,false,true,0833,18,08B,1145636,1856250,2019,41.761537448,-87.741798277,"(41.761537448, -87.741798277)"
JC216305,04/08/2019 12:39:00 PM,059XX S SANGAMON ST,143A,WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,VACANT LOT/LAND,false,false,0712,16,15,1170991,1865440,2019,41.78623988,-87.648601289,"(41.78623988, -87.648601289)"
JC216197,04/08/2019 11:17:00 AM,066XX S DAMEN AVE,0560,ASSAULT,SIMPLE,SIDEWALK,true,false,0726,15,08A,1164172,1860620,2019,41.773159466,-87.673738768,"(41.773159466, -87.673738768)"
JC209251,04/02/2019 04:51:00 PM,052XX W GRAND AVE,5011,OTHER OFFENSE,LICENSE VIOLATION,PARKING LOT/GARAGE(NON.RESID.),true,false,2515,37,26,1141314,1912871,2019,41.916994219,-87.756244795,"(41.916994219, -87.756244795)"
JC216195,04/08/2019 09:00:00 AM,059XX S CALIFORNIA AVE,0460,BATTERY,SIMPLE,GAS STATION,false,false,0824,16,08B,1158725,1865240,2019,41.785950308,-87.693580269,"(41.785950308, -87.693580269)"
JC216315,04/08/2019 12:45:00 PM,071XX S WESTERN AVE,0820,THEFT,$500 AND UNDER,SIDEWALK,false,false,0832,18,06,1161608,1857339,2019,41.764209513,-87.683228721,"(41.764209513, -87.683228721)"
JC216313,04/08/2019 12:30:00 PM,083XX S PAULINA ST,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,false,false,0614,21,14,1166463,1849374,2019,41.742250369,-87.665660454,"(41.742250369, -87.665660454)"
JC216190,04/08/2019 10:00:00 AM,057XX S CICERO AVE,0560,ASSAULT,SIMPLE,STREET,false,false,0813,13,08A,1145654,1866253,2019,41.788987036,-87.74147999,"(41.788987036, -87.74147999)"
JC216057,04/08/2019 09:30:00 AM,063XX S CAMPBELL AVE,051A,ASSAULT,AGGRAVATED: HANDGUN,RESIDENCE PORCH/HALLWAY,false,false,0825,16,04A,1160797,1862463,2019,41.778287281,-87.686059909,"(41.778287281, -87.686059909)"
JC216222,04/08/2019 11:00:00 AM,025XX S TROY ST,0560,ASSAULT,SIMPLE,STREET,false,true,1033,12,08A,1155765,1887063,2019,41.845895399,-87.703847013,"(41.845895399, -87.703847013)"
JC216293,04/08/2019 12:30:00 PM,0000X S STATE ST,0860,THEFT,RETAIL THEFT,SMALL RETAIL STORE,false,false,0112,42,06,1176389,1900278,2019,41.88171846,-87.627760426,"(41.88171846, -87.627760426)"
JC216316,04/08/2019 12:26:00 PM,117XX S MARSHFIELD AVE,0860,THEFT,RETAIL THEFT,DEPARTMENT STORE,false,false,2234,34,06,1167515,1826950,2019,41.680692908,-87.662446079,"(41.680692908, -87.662446079)"
JC216288,04/08/2019 12:00:00 PM,026XX N NARRAGANSETT AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,true,true,2512,30,08B,1133296,1916884,2019,41.928150645,-87.785609227,"(41.928150645, -87.785609227)"
JC216234,04/08/2019 11:20:00 AM,031XX N LAWNDALE AVE,0560,ASSAULT,SIMPLE,RESIDENCE,false,true,2523,30,08A,1151217,1920609,2019,41.93803933,-87.719657425,"(41.93803933, -87.719657425)"
JC216319,04/08/2019 12:00:00 PM,025XX S CALIFORNIA AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,false,false,1033,12,14,1158106,1887115,2019,41.845990685,-87.695254277,"(41.845990685, -87.695254277)"
JC216250,04/08/2019 11:55:00 AM,029XX N ASHLAND AVE,0860,THEFT,RETAIL THEFT,GROCERY FOOD STORE,false,false,1931,32,06,1165142,1919763,2019,41.935432921,-87.668504341,"(41.935432921, -87.668504341)"
JC216144,04/08/2019 10:15:00 AM,079XX S INGLESIDE AVE,0520,ASSAULT,AGGRAVATED:KNIFE/CUTTING INSTR,APARTMENT,true,false,0624,8,04A,1183939,1852589,2019,41.750682745,-87.601528757,"(41.750682745, -87.601528757)"
JC216257,04/08/2019 11:30:00 AM,024XX W ADAMS ST,051A,ASSAULT,AGGRAVATED: HANDGUN,ALLEY,false,false,1125,27,04A,1160213,1898997,2019,41.878552858,-87.687193539,"(41.878552858, -87.687193539)"
JC216214,04/04/2019 03:00:00 PM,064XX W 60TH ST,0340,ROBBERY,ATTEMPT: STRONGARM-NO WEAPON,STREET,false,false,0812,13,03,1134667,1864061,2019,41.783172273,-87.781817979,"(41.783172273, -87.781817979)"
JC216343,04/08/2019 12:58:00 PM,036XX W 13TH ST,2027,NARCOTICS,POSS: CRACK,SIDEWALK,true,false,1011,24,18,1152482,1893804,2019,41.8644589,-87.715717499,"(41.8644589, -87.715717499)"
JC216341,04/06/2019 11:00:00 AM,036XX S STATE ST,0810,THEFT,OVER $500,STREET,false,false,0213,3,06,1176885,1881094,2019,41.82906505,-87.626519016,"(41.82906505, -87.626519016)"
JC216041,04/08/2019 09:00:00 AM,073XX S WABASH AVE,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,false,false,0323,6,07,1177990,1856463,2019,41.761450225,-87.623211368,"(41.761450225, -87.623211368)"
JC216347,04/08/2019 11:45:00 AM,001XX S STATE ST,0870,THEFT,POCKET-PICKING,CTA TRAIN,false,false,0112,42,06,1176405,1899619,2019,41.879909765,-87.62772157,"(41.879909765, -87.62772157)"
JC216354,04/08/2019 12:00:00 PM,027XX W 15TH ST,0281,CRIM SEXUAL ASSAULT,NON-AGGRAVATED,HOTEL/MOTEL,false,false,1023,28,02,1158464,1892617,2019,41.861081457,-87.693790049,"(41.861081457, -87.693790049)"
JC216378,04/08/2019 01:30:00 PM,004XX E 80TH ST,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,false,false,0631,6,14,1180729,1852065,2019,41.74931915,-87.613307679,"(41.74931915, -87.613307679)"
JC216382,04/08/2019 10:00:00 AM,052XX S WOODLAWN AVE,0810,THEFT,OVER $500,STREET,false,false,0233,5,06,1185110,1870769,2019,41.800542869,-87.596667036,"(41.800542869, -87.596667036)"
JC216330,04/08/2019 12:44:00 PM,011XX N HARDING AVE,2027,NARCOTICS,POSS: CRACK,SIDEWALK,true,false,1112,37,18,1149842,1907413,2019,41.901855195,-87.725054869,"(41.901855195, -87.725054869)"
JC216255,04/08/2019 11:45:00 AM,114XX S HALSTED ST,0496,BATTERY,AGGRAVATED DOMESTIC BATTERY: KNIFE/CUTTING INST,SIDEWALK,false,true,2233,34,04B,1173036,1828901,2019,41.685927014,-87.642179183,"(41.685927014, -87.642179183)"
JC216331,04/08/2019 01:08:00 PM,019XX S HARDING AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,false,false,1014,24,14,1150367,1890099,2019,41.854333427,-87.723578285,"(41.854333427, -87.723578285)"
JC216366,04/07/2019 07:30:00 PM,003XX W 94TH PL,0560,ASSAULT,SIMPLE,RESIDENTIAL YARD (FRONT/BACK),false,false,0634,21,08A,1175598,1842435,2019,41.723009477,-87.632396993,"(41.723009477, -87.632396993)"
JC216244,04/08/2019 11:38:00 AM,080XX S INGLESIDE AVE,051A,ASSAULT,AGGRAVATED: HANDGUN,APARTMENT,true,false,0631,8,04A,1183960,1851861,2019,41.748684547,-87.601474495,"(41.748684547, -87.601474495)"
JC216261,04/08/2019 12:07:00 PM,066XX N WESTERN AVE,0460,BATTERY,SIMPLE,CAR WASH,false,false,2412,50,08B,1159111,1944060,2019,42.002231305,-87.689998092,"(42.002231305, -87.689998092)"
JC216375,04/08/2019 01:17:00 PM,069XX S JEFFERY BLVD,2028,NARCOTICS,POSS: SYNTHETIC DRUGS,ALLEY,true,false,0331,5,18,1190743,1859341,2019,41.769049288,-87.576378338,"(41.769049288, -87.576378338)"
JC216290,04/08/2019 12:13:00 PM,059XX S MORGAN ST,1780,OFFENSE INVOLVING CHILDREN,OTHER OFFENSE,GAS STATION,true,true,0712,16,20,1170659,1865532,2019,41.786499587,-87.649815884,"(41.786499587, -87.649815884)"
JC216359,04/08/2019 12:05:00 PM,006XX E 133RD ST,1350,CRIMINAL TRESPASS,TO STATE SUP LAND,CHA PARKING LOT/GROUNDS,true,false,0533,9,26,1183136,1817243,2019,41.653707468,-87.605565839,"(41.653707468, -87.605565839)"
JC216350,04/08/2019 10:30:00 AM,029XX S MICHIGAN AVE,2090,NARCOTICS,ALTER/FORGE PRESCRIPTION,MEDICAL/DENTAL OFFICE,true,false,0133,3,18,1177666,1885455,2019,41.841014299,-87.623521374,"(41.841014299, -87.623521374)"
JC216400,04/01/2019 09:00:00 AM,014XX S HARDING AVE,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,RESIDENCE,false,false,1011,24,11,1150278,1892873,2019,41.861947352,-87.723832676,"(41.861947352, -87.723832676)"
JC216416,04/08/2019 01:30:00 PM,040XX S WESTERN AVE,0890,THEFT,FROM BUILDING,OTHER,false,false,0921,12,06,1161039,1877807,2019,41.820388186,-87.684748279,"(41.820388186, -87.684748279)"
JC216352,04/08/2019 12:38:00 PM,103XX S MICHIGAN AVE,1350,CRIMINAL TRESPASS,TO STATE SUP LAND,RESTAURANT,true,false,0512,9,26,1178964,1836624,2019,41.706987456,-87.620244029,"(41.706987456, -87.620244029)"
JC216338,04/08/2019 09:00:00 AM,034XX W WABANSIA AVE,2093,NARCOTICS,FOUND SUSPECT NARCOTICS,"SCHOOL, PUBLIC, BUILDING",true,false,1422,26,18,1153230,1911085,2019,41.911864905,-87.712512617,"(41.911864905, -87.712512617)"
JC216336,04/08/2019 12:35:00 PM,010XX W ADDISON ST,1330,CRIMINAL TRESPASS,TO LAND,SPORTS ARENA/STADIUM,true,false,1923,44,26,1168634,1924088,2019,41.947225886,-87.655545441,"(41.947225886, -87.655545441)"
JC215305,04/07/2019 03:15:00 PM,018XX W NORTH AVE,0460,BATTERY,SIMPLE,SIDEWALK,false,false,1434,32,08B,1164021,1910689,2019,41.910557078,-87.672880906,"(41.910557078, -87.672880906)"
JC216401,04/01/2019 01:19:00 PM,082XX S HALSTED ST,0820,THEFT,$500 AND UNDER,RESIDENCE PORCH/HALLWAY,false,false,0622,21,06,1172406,1850209,2019,41.744413123,-87.643860835,"(41.744413123, -87.643860835)"
JC216180,04/08/2019 09:45:00 AM,047XX N WESTERN AVE,1330,CRIMINAL TRESPASS,TO LAND,BANK,true,false,1911,47,26,1159514,1931388,2019,41.967450492,-87.688866282,"(41.967450492, -87.688866282)"
JC216243,04/08/2019 11:15:00 AM,024XX N ASHLAND AVE,0820,THEFT,$500 AND UNDER,SIDEWALK,false,false,1932,32,06,1165266,1916100,2019,41.925378803,-87.668153074,"(41.925378803, -87.668153074)"
JC216349,04/07/2019 04:20:00 PM,003XX N MASON AVE,2820,OTHER OFFENSE,TELEPHONE THREAT,OTHER,false,true,1512,29,08A,1136714,1901549,2019,41.88600894,-87.773416937,"(41.88600894, -87.773416937)"
JC216335,04/08/2019 11:00:00 AM,001XX E WALTON ST,1122,DECEPTIVE PRACTICE,COUNTERFEIT CHECK,CLEANING STORE,false,false,1833,42,10,1177057,1906942,2019,41.899989717,-87.625105604,"(41.899989717, -87.625105604)"
JC215556,04/07/2019 02:00:00 AM,035XX W BELDEN AVE,0620,BURGLARY,UNLAWFUL ENTRY,APARTMENT,false,false,1413,35,05,1152224,1915057,2019,41.922784346,-87.716103363,"(41.922784346, -87.716103363)"
JC215822,04/07/2019 08:00:00 AM,034XX W POTOMAC AVE,2826,OTHER OFFENSE,HARASSMENT BY ELECTRONIC MEANS,RESIDENCE,false,true,1422,26,26,1153240,1908437,2019,41.904598353,-87.712546284,"(41.904598353, -87.712546284)"
JC216419,04/08/2019 02:00:00 PM,018XX S CALUMET AVE,502R,OTHER OFFENSE,VEHICLE TITLE/REG OFFENSE,STREET,false,false,0132,3,26,1178734,1891466,2019,41.8574846,-87.619418864,"(41.8574846, -87.619418864)"
JC216339,04/01/2019 10:23:00 AM,100XX W OHARE ST,0810,THEFT,OVER $500,AIRPORT BUILDING NON-TERMINAL - SECURE AREA,false,false,1651,41,06,1100658,1934241,2019,41.976290414,-87.905227221,"(41.976290414, -87.905227221)"
JC216302,04/08/2019 12:15:00 PM,001XX S SPRINGFIELD AVE,2014,NARCOTICS,MANU/DELIVER: HEROIN (WHITE),SIDEWALK,true,false,1122,28,18,1150408,1899296,2019,41.879570265,-87.72318787,"(41.879570265, -87.72318787)"
JC212586,04/05/2019 10:18:00 AM,043XX N RAVENSWOOD AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,false,false,1912,47,14,1163585,1929094,2019,41.961070652,-87.673962576,"(41.961070652, -87.673962576)"
JC216406,04/08/2019 01:07:00 PM,075XX S KENWOOD AVE,3731,INTERFERENCE WITH PUBLIC OFFICER,OBSTRUCTING IDENTIFICATION,SIDEWALK,true,false,0411,5,24,1186518,1855270,2019,41.757979084,-87.591993542,"(41.757979084, -87.591993542)"
JC216418,04/07/2019 12:15:00 AM,034XX W DOUGLAS BLVD,5002,OTHER OFFENSE,OTHER VEHICLE OFFENSE,STREET,false,false,1021,24,26,1153737,1893244,2019,41.86289733,-87.711125284,"(41.86289733, -87.711125284)"
JC216317,04/08/2019 12:00:00 PM,077XX W BELMONT AVE,1130,DECEPTIVE PRACTICE,FRAUD OR CONFIDENCE GAME,APARTMENT,false,false,1631,38,11,1123773,1920363,2019,41.937859072,-87.820527112,"(41.937859072, -87.820527112)"
JC212583,04/05/2019 10:18:00 AM,034XX N RAVENSWOOD AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,false,false,1922,47,14,1163726,1923191,2019,41.944869555,-87.673611251,"(41.944869555, -87.673611251)"
JC216201,04/08/2019 11:05:00 AM,035XX N BROADWAY,1320,CRIMINAL DAMAGE,TO VEHICLE,ALLEY,false,false,1925,46,14,1171100,1923685,2019,41.94606617,-87.646493023,"(41.94606617, -87.646493023)"
JC212582,04/05/2019 10:18:00 AM,043XX N RAVENSWOOD AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,false,false,1912,47,14,1163585,1929094,2019,41.961070652,-87.673962576,"(41.961070652, -87.673962576)"
JC216345,04/08/2019 12:13:00 PM,018XX W 63RD ST,5111,OTHER OFFENSE,GUN OFFENDER: ANNUAL REGISTRATION,STREET,true,false,0714,15,26,1165005,1862887,2019,41.77936284,-87.670621143,"(41.77936284, -87.670621143)"
JC216088,04/08/2019 09:55:00 AM,032XX N NORMANDY AVE,0460,BATTERY,SIMPLE,RESIDENCE PORCH/HALLWAY,false,false,1632,36,08B,1131184,1920773,2019,41.938859279,-87.793280189,"(41.938859279, -87.793280189)"
JC216357,04/08/2019 10:53:00 AM,109XX S MICHIGAN AVE,4650,OTHER OFFENSE,SEX OFFENDER: FAIL TO REGISTER,SIDEWALK,false,false,0513,9,26,1178853,1832451,2019,41.695538687,-87.620776942,"(41.695538687, -87.620776942)"
JC216387,04/04/2019 12:30:00 PM,022XX S MILLARD AVE,0820,THEFT,$500 AND UNDER,APARTMENT,false,false,1013,22,06,1152384,1888961,2019,41.851171076,-87.716205043,"(41.851171076, -87.716205043)"
JC216078,04/05/2019 01:00:00 PM,008XX W BUENA AVE,0620,BURGLARY,UNLAWFUL ENTRY,COMMERCIAL / BUSINESS OFFICE,false,false,1915,46,05,1169871,1928197,2019,41.958474197,-87.65087832,"(41.958474197, -87.65087832)"
JC216398,04/06/2019 04:00:00 PM,020XX E 75TH ST,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,false,false,0333,7,07,1191270,1855645,2019,41.758894423,-87.574566147,"(41.758894423, -87.574566147)"
JC216434,04/05/2019 07:00:00 PM,056XX S MAY ST,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE PORCH/HALLWAY,false,false,0712,16,14,1169613,1867420,2019,41.791703233,-87.653596326,"(41.791703233, -87.653596326)"
JC216394,04/08/2019 10:00:00 AM,026XX N SAYRE AVE,2890,PUBLIC PEACE VIOLATION,OTHER VIOLATION,CHURCH/SYNAGOGUE/PLACE OF WORSHIP,false,false,2512,29,24,1129144,1916671,2019,41.927637913,-87.800871486,"(41.927637913, -87.800871486)"
JC216391,04/04/2019 05:00:00 PM,116XX S HALE AVE,0890,THEFT,FROM BUILDING,RESIDENCE,false,false,2212,34,06,1164723,1827453,2019,41.682132435,-87.672652113,"(41.682132435, -87.672652113)"
JC216457,04/08/2019 01:52:00 PM,023XX W MADISON ST,0860,THEFT,RETAIL THEFT,GROCERY FOOD STORE,true,false,1223,27,06,1160808,1899960,2019,41.881183104,-87.68498211,"(41.881183104, -87.68498211)"
JC216314,04/08/2019 01:00:00 PM,0000X E 121ST PL,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,false,false,0532,9,14,1178675,1824411,2019,41.673479781,-87.621671825,"(41.673479781, -87.621671825)"
JC216455,04/08/2019 07:00:00 AM,050XX N WINTHROP AVE,1152,DECEPTIVE PRACTICE,ILLEGAL USE CASH CARD,APARTMENT,false,false,2033,48,11,1167953,1933951,2019,41.974305063,-87.657762776,"(41.974305063, -87.657762776)"
JC216383,04/08/2019 12:25:00 PM,003XX S STATE ST,0870,THEFT,POCKET-PICKING,CTA PLATFORM,false,false,0113,4,06,1176426,1898846,2019,41.877788135,-87.627667799,"(41.877788135, -87.627667799)"
JC216404,04/08/2019 12:52:00 PM,102XX S LA SALLE ST,141A,WEAPONS VIOLATION,UNLAWFUL USE HANDGUN,ALLEY,false,false,0511,9,15,1177074,1837155,2019,41.708487334,-87.627149207,"(41.708487334, -87.627149207)"
JC261304,04/02/2019 02:30:00 PM,026XX W DIVISION ST,1310,CRIMINAL DAMAGE,TO PROPERTY,MEDICAL/DENTAL OFFICE,false,false,1423,26,14,1158649,1907880,2019,41.902960767,-87.69269271,"(41.902960767, -87.69269271)"
JC216452,04/02/2019 02:00:00 PM,011XX N LARRABEE ST,1345,CRIMINAL DAMAGE,TO CITY OF CHICAGO PROPERTY,STREET,false,false,1822,27,14,1172122,1908040,2019,41.903113054,-87.643199348,"(41.903113054, -87.643199348)"
JC216311,04/08/2019 12:31:00 PM,0000X E 121ST PL,141A,WEAPONS VIOLATION,UNLAWFUL USE HANDGUN,ALLEY,false,false,0532,9,15,1178693,1824412,2019,41.673482117,-87.621605913,"(41.673482117, -87.621605913)"
JC216363,04/08/2019 12:29:00 PM,001XX E 111TH ST,4387,OTHER OFFENSE,VIOLATE ORDER OF PROTECTION,RESIDENCE,true,true,0531,9,26,1179356,1831399,2019,41.692640416,-87.618967244,"(41.692640416, -87.618967244)"
JC216458,04/08/2019 01:48:00 PM,0000X E WACKER DR,1305,CRIMINAL DAMAGE,CRIMINAL DEFACEMENT,SIDEWALK,true,false,0111,42,14,1177059,1902647,2019,41.888203981,-87.625228454,"(41.888203981, -87.625228454)"
JC216390,04/08/2019 01:00:00 PM,012XX N KILDARE AVE,0820,THEFT,$500 AND UNDER,STREET,false,true,2534,37,06,1147479,1908100,2019,41.903786044,-87.73371691,"(41.903786044, -87.73371691)"
JC216415,04/08/2019 01:44:00 PM,066XX S ASHLAND AVE,0430,BATTERY,AGGRAVATED: OTHER DANG WEAPON,SIDEWALK,false,false,0725,16,04B,1166813,1860738,2019,41.773427282,-87.66405412,"(41.773427282, -87.66405412)"
